Type,Group,Drug,Protein_ID,Gene,fc,log_pvalue,log_adj.pvalue,rank,total_rank,drug_cv,con_cv,lasso_score,norm_fc_drug,norm_fc_prot,coverage,psm,upep,avg_abund,utoP,ratio_to_total_psm,ratio_to_total_upep,Class,H-Score,DrugName
lumos,Group 20,Clevidipine,P15559,NQO1,0.387352128,7.084548275,3.543093847,2.359835482,0.993856595,0.006402362,0.044709477,0.345564035,6.326999538,2.783610829,0.46,97,14,4.407958261,0.144329897,1.25539258,0.901287554,Background,0.963235294,Clevidipine
lumos,Group 28,Danthron,P15559,NQO1,0.619406793,6.656746688,3.379252079,2.496929648,0.992320743,0.092959094,0.02805872,0,11.43922318,4.755378813,0.46,77,14,4.046329297,0.181818182,0.996548749,0.901287554,Background,0.970588235,Danthron
lumos,Group 22,Dicoumarol,P15559,NQO1,0.421738558,8.414929301,5.132760522,2.761927838,0.996883829,0.004463328,0.034667582,0.302135982,5.798540443,3.075792253,0.55,75,18,3.770726858,0.24,0.970664366,1.158798283,Target,0.985294118,Dicoumarol
lumos,Group 28,Ethacridine (lactate),P15559,NQO1,0.925410096,8.492024416,4.91349981,2.434568904,0.997092486,0.054558195,0.02805872,0,13.32185968,7.355488206,0.46,77,14,4.046329297,0.181818182,0.996548749,0.901287554,Background,0.985294118,Ethacridine
480,Group 42,Felodipine,P15559,NQO1,0.416508027,6.650390316,2.96214852,2.426511261,0.992296799,0.014882731,0.049010367,0.355556982,8.170477431,2.627220828,0.41,55,17,4.358764547,0.309090909,0.920416512,1.056629834,Background,0.977941176,Felodipine
lumos,Group 41,Hydroxyzine (pamoate),P15559,NQO1,0.66004861,4.828526124,2.476450852,3.730943693,0.978186806,0.082308975,0.069011925,0,9.351358756,5.100712245,0.46,67,15,3.958356003,0.223880597,0.867126833,0.965665236,Background,0.933823529,Hydroxyzine
lumos,Group 45,Laquinimod,P15559,NQO1,0.270150863,5.802371278,2.505787832,2.773786445,0.987778181,0.01996505,0.037749216,0.222837014,3.924564488,1.787751936,0.46,68,17,3.967639225,0.25,0.880069025,1.094420601,Background,0.926470588,Laquinimod
lumos,Group 36,Lenvatinib (mesylate),P15559,NQO1,0.328904728,4.331367331,1.001156546,2.482873584,0.968390195,0.057303218,0.046551774,0.233118881,5.425103433,2.286983399,0.47,91,18,4.584918369,0.197802198,1.177739431,1.158798283,Background,0.875,Lenvatinib
lumos,Group 37,Meisoindigo,P15559,NQO1,0.71594485,9.580178284,5.944192172,2.465382851,0.998341007,0.048060137,0.034665639,0.615943535,12.92281663,5.575662467,0.56,85,16,4.544873843,0.188235294,1.100086281,1.030042918,Background,1,Meisoindigo
lumos,Group 41,Menadione,P15559,NQO1,1.249517542,3.439432354,1.121644244,3.771146349,0.927168492,0.024626506,0.18038314,0,18.75321946,10.10942847,0.46,67,15,3.958356003,0.223880597,0.867126833,0.965665236,Target,0.867647059,Menadione
lumos,Group 10,Oxytetracycline,P15559,NQO1,0.493356106,7.429042965,3.869495409,2.324282455,0.994855411,0.023940948,0.0344691,0,6.883607519,3.684326396,0.39,59,12,3.851799351,0.203389831,0.763589301,0.772532189,Background,0.963235294,Oxytetracycline
480,Group 43,Phenazine (methylsulfate),P15559,NQO1,0.779585615,9.037556968,6.288914071,3.545554507,0.997814234,0.02873375,0.036451072,0,11.10063118,5.356719142,0.42,56,15,4.303291116,0.267857143,0.937151357,0.932320442,Background,0.977941176,Phenazine
lumos,Group 39,Pixantrone (dimaleate),P15559,NQO1,0.507911435,9.757310154,6.436956121,2.909556029,0.99847099,0.019403184,0.007704956,0,7.401092253,3.808002999,0.46,70,15,3.964228979,0.214285714,0.905953408,0.965665236,Background,0.941176471,Pixantrone
480,Group 42,Cefoxitin (sodium),Q9H857,NT5DC2,0.204131607,5.895639013,2.207397217,2.283301229,0.988410992,0.011616642,0.026163549,0.165834326,4.440630881,1.938580753,0.18,12,10,3.56594812,0.833333333,1.566765579,1.623616236,Background,0.911764706,Cefoxitin
480,Group 2,Diclofenac,Q9H857,NT5DC2,0.842880115,13.87867068,10.1792666,2.436162647,0.999835811,0.026668879,0.0148969,0.818575929,16.36544874,9.736876232,0.29,18,14,3.747147577,0.777777778,2.350148368,2.273062731,Background,0.977941176,Diclofenac
480,Group 22,Dicoumarol,Q9H857,NT5DC2,0.232615268,4.24933032,1.596205552,3.502290528,0.966334412,0.055161981,0.051273355,0.224831087,3.095514287,2.286329519,0.13,8,6,3.271307119,0.75,1.044510386,0.974169742,Background,0.816176471,Dicoumarol
480,Group 40,Flufenamic acid,Q9H857,NT5DC2,0.548642661,9.77306628,6.103842406,2.552668216,0.998484672,0.016211845,0.0102622,0.516075133,9.924078518,6.144616409,0.13,7,7,3.211013691,1,0.913946588,1.136531365,Background,0.933823529,Flufenamic acid
480,Group 41,Hydroxyzine (pamoate),Q9H857,NT5DC2,0.90054615,10.46085302,7.423825138,3.07773118,0.998949874,0.025794867,0.023176919,0.832498198,11.72510324,10.44090415,0.23,15,12,3.525116103,0.8,1.958456973,1.948339483,Background,0.985294118,Hydroxyzine
480,Group 25,Meclofenamic acid (sodium),Q9H857,NT5DC2,0.63946113,9.053334176,5.381883622,2.383815366,0.997834757,0.027712445,0.046174605,0.54401698,7.981330265,7.253392775,0.13,9,6,3.548241966,0.666666667,1.175074184,0.974169742,Background,0.992647059,Meclofenamic acid
480,Group 41,Menadione,Q9H857,NT5DC2,0.28632643,6.476625129,3.138567254,2.816903839,0.991595575,0.021718879,0.023176919,0.211504243,3.708290476,2.942073542,0.23,15,12,3.525116103,0.8,1.958456973,1.948339483,Background,0.911764706,Menadione
lumos,Group 29,Merbromin,Q9H857,NT5DC2,0.407266461,6.099803283,3.113143494,3.149834697,0.989638989,0.068274462,0.027518063,0.341553209,5.011354571,3.300777471,0.07,6,4,2.943914757,0.666666667,2.035714286,1.6,Background,0.919117647,Merbromin
480,Group 28,Niflumic acid,Q9H857,NT5DC2,0.600402326,11.15101628,7.571346986,2.744292983,0.9993193,0.032404708,0.01661944,0.531394527,7.99265596,6.776535154,0.12,7,6,3.176047827,0.857142857,0.913946588,0.974169742,Background,0.955882353,Niflumic acid
480,Group 5,Pyrantel (pamoate),Q9H857,NT5DC2,1.331241296,14.15453626,10.47930801,2.416640507,0.999870017,0.015227096,0.048453691,1.228611928,17.38565721,15.6991364,0.24,12,10,3.283956699,0.833333333,1.566765579,1.623616236,Background,0.985294118,Pyrantel
480,Group 8,Salmeterol (xinafoate),Q9H857,NT5DC2,0.661672068,11.15225382,8.103617836,2.992995098,0.99932272,0.007714633,0.035313741,0.591359728,8.414514568,7.524559691,0.12,6,6,3.149388485,1,0.783382789,0.974169742,Background,0.955882353,Salmeterol
480,Group 38,Salsalate,Q9H857,NT5DC2,0.554013007,9.903432221,6.197141263,2.225309282,0.998611235,0.027924668,0.030589606,0.484026901,11.58160301,6.2101814,0.2,12,10,3.152578796,0.833333333,1.566765579,1.623616236,Background,0.963235294,Salsalate
480,Group 10,Albendazole,P36639,NUDT1,0.285772471,5.957933474,2.375415591,2.292256071,0.988811203,0.016228047,0.040697282,0.252252323,5.204562011,5.284116521,0.38,11,5,3.48372277,0.454545455,0.732248521,0.740131579,Background,0.941176471,Albendazole
480,Group 14,Amodiaquine (dihydrochloride dihydrate),P36639,NUDT1,0.210273363,6.317916821,3.108133806,2.775974331,0.990795154,0.01069635,0.026532728,0.190187879,3.021930335,3.663109747,0.46,13,8,3.324817275,0.615384615,0.865384615,1.184210526,Background,0.889705882,Amodiaquine
480,Group 38,Epinastine (hydrochloride),P36639,NUDT1,0.24581753,6.052984348,2.346693391,2.209515015,0.989406388,0.02185468,0.030571236,0.173411739,4.81511258,4.426262294,0.31,12,5,3.305845582,0.416666667,0.798816568,0.740131579,Background,0.955882353,Epinastine
480,Group 36,Fedratinib (hydrochloride hydrate),P36639,NUDT1,0.203228207,6.208346943,3.11879506,3.035029282,0.990223913,0.018752344,0.02151101,0.151242804,2.933046297,3.511846425,0.49,20,10,3.889618202,0.5,1.331360947,1.480263158,Background,0.963235294,Fedratinib
lumos,Group 20,Medetomidine,P36639,NUDT1,0.208459738,7.065758649,3.52430422,2.086359831,0.993788182,0.028146562,0.018572786,0.202353685,3.242671438,3.611513427,0.38,15,5,3.46077009,0.333333333,1.102941176,0.872093023,Background,0.911764706,Medetomidine
480,Group 27,Nitroxoline,P36639,NUDT1,0.369881654,5.960080099,3.040479075,3.249198357,0.988824886,0.034216117,0.009680397,0.204295828,5.254154009,7.089986264,0.38,14,5,3.457132206,0.357142857,0.931952663,0.740131579,Background,0.941176471,Nitroxoline
lumos,Group 30,Peficitinib,P36639,NUDT1,0.226246128,5.114799616,2.093713733,3.035029282,0.981983677,0.049847695,0.0272531,0.198262157,3.235969648,3.996906994,0.46,14,7,3.095796794,0.5,1.029411765,1.220930233,Background,0.911764706,Peficitinib
480,Group 2,Pemetrexed,P36639,NUDT1,0.149043247,5.204741583,2.459580011,3.517723595,0.983016699,0.006153098,0.021856555,0.132003588,2.080221151,2.348465971,0.5,19,8,3.732039746,0.421052632,1.264792899,1.184210526,Background,0.852941176,Pemetrexed
lumos,Group 33,Pentamidine (isethionate),P36639,NUDT1,0.153870191,6.143344457,2.983076061,3.009875634,0.989881852,0.010328535,0.019350401,0.125933771,2.128172772,2.428673093,0.42,16,6,3.517730187,0.375,1.176470588,1.046511628,Background,0.897058824,Pentamidine
480,Group 18,Tegaserod (maleate),P36639,NUDT1,0.272163943,5.832579023,2.733975956,2.88536122,0.987997099,0.008263486,0.033206022,0.215131713,3.67370062,4.991934054,0.26,11,5,3.579732164,0.454545455,0.732248521,0.740131579,Background,0.852941176,Tegaserod
480,Group 6,Tofacitinib (citrate),P36639,NUDT1,0.265727586,3.770257572,0.936928289,3.13289977,0.948140217,0.011386653,0.053944873,0.085104084,4.279327368,4.853741986,0.5,19,11,3.510538308,0.578947368,1.264792899,1.628289474,Background,0.801470588,Tofacitinib
lumos,Group 40,Trimetrexate,P36639,NUDT1,0.150403577,6.50727832,3.229898346,2.428134794,0.991725558,0.003694242,0.017484843,0.116434369,2.382046463,2.353558875,0.42,15,7,3.09869563,0.466666667,1.102941176,1.220930233,Background,0.845588235,Trimetrexate
480,Group 7,Upadacitinib,P36639,NUDT1,0.230582312,5.23858977,1.840215684,2.591064607,0.983324554,0.013754079,0.036842806,0.186564947,3.937966286,4.099153887,0.41,16,6,3.180383966,0.375,1.065088757,0.888157895,Background,0.919117647,Upadacitinib
480,Group 24,Atrasentan (hydrochloride),P50336,PPOX,0.379316563,3.515801348,0.680678802,3.096910013,0.932935631,0.066742564,0.075353051,0.098371687,5.098398679,2.961115981,0.2,17,9,3.753073402,0.529411765,0.843439912,0.771428571,Background,0.838235294,Atrasentan
lumos,Group 17,Azilsartan,P50336,PPOX,0.576511312,6.462010521,2.986775298,2.423245874,0.991499798,0.019631851,0.070443724,0.233806854,7.269019978,4.242437405,0.12,6,5,3.012162068,0.833333333,0.703125,0.862068966,Background,0.926470588,Azilsartan
480,Group 14,Benzbromarone,P50336,PPOX,0.386106502,5.658808643,2.272934369,2.908485019,0.986799888,0.01031591,0.046272512,0.26901142,5.779461886,3.030027018,0.35,28,15,3.496867404,0.535714286,1.389195149,1.285714286,Background,0.955882353,Benzbromarone
lumos,Group 35,Candesartan,P50336,PPOX,0.436404022,7.707974783,4.380615848,2.968482949,0.995563476,0.011082664,0.041585778,0.313730815,7.278706907,2.981226788,0.13,9,6,3.243658027,0.666666667,1.0546875,1.034482759,Background,0.977941176,Candesartan
lumos,Group 37,Clinofibrate,P50336,PPOX,0.484977578,7.101887557,4.289599172,3.650307523,0.99394553,0.028463339,0.035941393,0.282823075,6.085979871,3.418473733,0.24,15,9,3.504572798,0.6,1.7578125,1.551724138,Background,0.955882353,Clinofibrate
lumos,Group 37,Cloperastine fendizoate,P50336,PPOX,0.302567781,4.807953096,1.649088238,2.900367129,0.977855007,0.061327597,0.035941393,0.14037457,4.733816461,1.776466576,0.24,15,9,3.504572798,0.6,1.7578125,1.551724138,Background,0.904411765,Cloperastine fendizoate
480,Group 18,Eprosartan (mesylate),P50336,PPOX,0.304604176,5.818577567,3.034377649,3.717836867,0.98788764,0.013691531,0.042048333,0.19469947,3.45277891,2.20286057,0.3,16,12,3.718725837,0.75,0.793825799,1.028571429,Background,0.867647059,Eprosartan
480,Group 41,Hydroxyzine (pamoate),P50336,PPOX,0.317364818,5.703697878,3.295058928,3.70612011,0.987121425,0.008558043,0.04754068,0.272759739,3.750557472,2.332368224,0.39,17,13,3.540241856,0.764705882,0.843439912,1.114285714,Background,0.852941176,Hydroxyzine
lumos,Group 2,Montelukast (sodium),P50336,PPOX,0.27902239,5.466671972,2.225374585,2.698970004,0.985305084,0.012698246,0.028958325,0.248100637,4.031096366,1.564516882,0.18,11,8,3.319948835,0.727272727,1.2890625,1.379310345,Background,0.852941176,Montelukast
lumos,Group 28,Niflumic acid,P50336,PPOX,0.492787945,6.80079301,3.824328396,3.346352974,0.992891984,0.045160414,0.041273659,0.324660359,6.458269746,3.488780698,0.19,10,6,3.045009861,0.6,1.171875,1.034482759,Background,0.992647059,Niflumic acid
lumos,Group 17,Odevixibat,P50336,PPOX,0.593533842,6.33025075,3.156045523,2.365487985,0.990863566,0.028358343,0.070443724,0.231861999,9.79684589,4.39566994,0.12,6,5,3.012162068,0.833333333,0.703125,0.862068966,Background,0.948529412,Odevixibat
480,Group 36,Rosiglitazone,P50336,PPOX,0.25224503,4.594888364,1.90327649,3.553883027,0.97407524,0.003344276,0.043369026,0.150733744,3.601721118,1.671468005,0.31,29,13,3.999195811,0.448275862,1.438809261,1.114285714,Background,0.801470588,Rosiglitazone
480,Group 40,Sitaxsentan (sodium),P50336,PPOX,0.265510944,6.36633895,3.299175067,2.627365857,0.991044858,0.009260138,0.028293377,0.250548824,6.293161922,1.806103663,0.27,25,11,3.802568498,0.44,1.240352811,0.942857143,Background,0.919117647,Sitaxsentan
480,Group 14,Sofalcone,P50336,PPOX,0.429926168,5.843886221,2.634103206,3.230704314,0.988065511,0.020945355,0.046272512,0.305075291,5.379829431,3.474752462,0.35,28,15,3.496867404,0.535714286,1.389195149,1.285714286,Background,0.985294118,Sofalcone
lumos,Group 4,Telmisartan,P50336,PPOX,0.46285405,3.87064782,1.337428398,3.497758718,0.952976952,0.023237318,0.10701254,0.310089669,8.933390997,3.21932329,0.26,10,8,3.286703413,0.8,1.171875,1.379310345,Background,0.852941176,Telmisartan
lumos,Group 26,Venetoclax,P50336,PPOX,0.420371816,4.926957538,1.390911146,2.748188027,0.979647404,0.030405837,0.077618407,0.301701104,5.147380148,2.836908902,0.22,11,8,2.961468555,0.727272727,1.2890625,1.379310345,Background,0.860294118,Venetoclax
480,Group 20,Zafirlukast,P50336,PPOX,0.330329167,3.628006875,1.1936376,3.719993826,0.940313875,0.037500144,0.067259743,0.194890983,4.616892033,2.463943291,0.3,23,12,3.832195852,0.52173913,1.141124587,1.028571429,Background,0.867647059,Zafirlukast
480,Group 36,(S)-Terazosin,Q9NRG7,SDR39U1,0.868156772,10.02756509,6.335953212,2.222716471,0.998689909,0.029453725,0.036583961,0.664842121,18.73862529,2.231731918,0.11,5,4,3.347564178,0.8,1.805555556,1.857142857,Background,0.948529412,(S)-Terazosin
480,Group 13,Amlexanox,Q9NRG7,SDR39U1,0.64666172,7.910565656,4.518924953,2.7355989,0.995991052,0.061149537,0.043423993,0.593987028,10.28349442,1.508189756,0.15,6,4,2.891453824,0.666666667,2.166666667,1.857142857,Background,0.911764706,Amlexanox
480,Group 20,Belumosudil,Q9NRG7,SDR39U1,0.849218653,9.208427337,5.870968076,2.437750563,0.998012629,0.057687843,0.045355204,0.711341061,15.04536091,2.169868109,0.06,3,2,2.830010936,0.666666667,1.083333333,0.928571429,Background,0.830882353,Belumosudil
480,Group 4,Cabozantinib,Q9NRG7,SDR39U1,2.473754925,5.906919148,2.538167528,3.028571253,0.988465722,0.028129551,0.164114802,0.483739412,35.03346953,7.476625421,0.15,5,4,3.032497883,0.8,1.805555556,1.857142857,Background,0.963235294,Cabozantinib
480,Group 14,Clebopride (malate),Q9NRG7,SDR39U1,0.682305896,5.350080384,2.265236106,2.800717078,0.984347314,0.056391176,0.102133063,0.369448676,13.06100535,1.624626054,0.09,5,3,2.89740714,0.6,1.805555556,1.392857143,Background,0.823529412,Clebopride
480,Group 9,Doxazosin (mesylate),Q9NRG7,SDR39U1,0.540910135,4.940400401,1.709355798,3.254548077,0.979835537,0.022655934,0.081455161,0.342904438,8.146847723,1.162738561,0.12,8,4,3.313044233,0.5,2.888888889,1.857142857,Background,0.867647059,Doxazosin
480,Group 18,EC5026,Q9NRG7,SDR39U1,1.196762115,10.42299012,6.761556073,2.344392274,0.998929351,0.005287995,0.057736955,1.168460057,21.22560032,3.305163662,0.11,5,4,3.125822711,0.8,1.805555556,1.857142857,Background,0.955882353,EC5026
480,Group 18,Enasidenib (mesylate),Q9NRG7,SDR39U1,0.882608224,8.639216059,4.977782009,2.173186268,0.99734219,0.013556749,0.057736955,0.839281598,18.39629762,2.27893945,0.11,5,4,3.125822711,0.8,1.805555556,1.857142857,Background,0.941176471,Enasidenib
480,Group 38,Istradefylline,Q9NRG7,SDR39U1,0.871311918,6.9828337,3.276542743,2.382017043,0.993511114,0.058934642,0.056341558,0.703893031,18.00562292,2.242038608,0.12,5,3,2.561518774,0.6,1.805555556,1.392857143,Background,0.867647059,Istradefylline
480,Group 9,Lapatinib ditosylate,Q9NRG7,SDR39U1,0.58256322,5.160435187,1.78777881,2.657055853,0.982496768,0.026039342,0.081455161,0.377136996,9.176854335,1.298803734,0.12,8,4,3.313044233,0.5,2.888888889,1.857142857,Background,0.897058824,Lapatinib
480,Group 26,Olmutinib,Q9NRG7,SDR39U1,0.354313921,6.801080445,3.139930588,2.607455023,0.992895405,0.054062599,0.030552452,0.338972186,5.863004388,0.553197955,0.15,4,4,3.2979027,1,1.444444444,1.857142857,Background,0.867647059,Olmutinib
480,Group 22,Tivozanib,Q9NRG7,SDR39U1,0.625562306,7.107967892,4.01551043,3.247482261,0.993966054,0.006877596,0.07669816,0.578299514,8.841677166,1.439265798,0.12,5,4,3.254366781,0.8,1.805555556,1.857142857,Background,0.897058824,Tivozanib
lumos,Group 6,Bazedoxifene (acetate),P35270,SPR,0.364215185,4.054918795,1.713924173,4.178516524,0.960297045,0.098851834,0.040861405,0.217047462,5.52285642,3.965323247,0.55,21,10,3.552211785,0.476190476,0.793450882,0.989010989,Background,0.845588235,Bazedoxifene
480,Group 22,Elsulfavirine,P35270,SPR,0.170992794,3.527337601,0.870272212,3.292256071,0.933787362,0.010948373,0.038654161,0.103152478,2.356063731,1.592808644,0.58,28,13,4.060565644,0.464285714,1.081545064,1.09962406,Background,0.816176471,Elsulfavirine
lumos,Group 8,Etravirine,P35270,SPR,0.319742234,6.418616325,3.239019649,2.653212514,0.991294562,0.038168292,0.02144705,0.282663427,4.954017508,3.402467248,0.62,34,14,3.800706771,0.411764706,1.284634761,1.384615385,Background,0.977941176,Etravirine
480,Group 6,Losartan,P35270,SPR,0.399744667,5.020450688,1.903225225,2.890421019,0.980834354,0.085175092,0.02612944,0.302192365,5.811725248,4.563565262,0.51,23,11,3.976269717,0.47826087,0.888412017,0.930451128,Background,0.963235294,Losartan
480,Group 25,Meclofenamic acid (sodium),P35270,SPR,0.256869338,4.730955262,1.536625963,2.860936621,0.976582543,0.014383244,0.047301794,0.21450716,2.767893717,2.708070816,0.59,35,13,4.250190595,0.371428571,1.35193133,1.09962406,Background,0.852941176,Meclofenamic acid
480,Group 31,Nintedanib esylate,P35270,SPR,0.158121215,5.355512874,2.297466644,2.973127854,0.984398624,0.010445145,0.022825165,0.121054149,2.961308852,1.425647912,0.34,20,7,3.892386818,0.35,0.772532189,0.592105263,Background,0.845588235,Nintedanib
480,Group 35,Parecoxib,P35270,SPR,0.779982845,13.38264485,9.724061135,2.190331698,0.999763978,0.018691893,0.023122539,0.718709996,17.90160032,9.501645423,0.58,30,13,4.124240047,0.433333333,1.158798283,1.09962406,Background,0.992647059,Parecoxib
lumos,Group 4,Telmisartan,P35270,SPR,0.739210127,3.928357735,1.352362115,3.456366033,0.95534401,0.073947138,0.152939535,0.558798388,14.76629112,8.711312674,0.51,25,11,3.56005615,0.44,0.944584383,1.087912088,Background,0.919117647,Telmisartan
480,Group 12,Tolbutamide,P35270,SPR,0.183361796,5.673442324,1.980243179,2.250420002,0.986916188,0.031719386,0.014604094,0.139571163,3.410696176,1.753442492,0.58,29,14,3.947259675,0.482758621,1.120171674,1.184210526,Background,0.860294118,Tolbutamide
480,Group 18,Trilostane,P35270,SPR,0.45528962,6.708074529,3.523761733,2.948412966,0.992546503,0.040977455,0.03276611,0.248588697,8.458508182,5.284916895,0.44,19,10,3.929045783,0.526315789,0.733905579,0.845864662,Background,0.970588235,Trilostane
lumos,Group 18,Voxelotor,P35270,SPR,0.818824671,6.749014229,3.676764332,3.272305844,0.992720954,0.092365095,0.033843782,0.442122455,9.23215293,9.718925696,0.57,28,11,3.195609104,0.392857143,1.057934509,1.087912088,Background,0.992647059,Voxelotor
480,Group 13,4-Methylumbelliferone,Q5R3I4,TTC38,0.200040149,6.050316345,2.8347669,2.857332496,0.989389285,0.011790462,0.02657063,0.177243192,2.764961978,3.463322457,0.49,38,19,3.884506493,0.5,1.450381679,1.299392097,Background,0.941176471,4-Methylumbelliferone
lumos,Group 34,Dimercaprol,Q5R3I4,TTC38,0.219131669,6.285526634,3.688117736,3.419790586,0.990634385,0.03693836,0.01371287,0,3.636138493,3.492595319,0.24,17,10,3.598588081,0.588235294,0.936352509,0.989010989,Background,0.845588235,Dimercaprol
lumos,Group 28,Ethacridine (lactate),Q5R3I4,TTC38,0.229946047,5.370669555,2.637242989,3.279666944,0.984504662,0.044207657,0.021971887,0,2.773148026,3.701558036,0.31,26,13,3.34034495,0.5,1.432068543,1.285714286,Background,0.838235294,Ethacridine
480,Group 24,Ifenprodil (tartrate),Q5R3I4,TTC38,0.185503288,5.790628884,2.625087807,3.166430114,0.987692666,0.014052985,0.02189201,0.14322108,1.821029315,3.164818806,0.5,34,17,4.165155261,0.5,1.297709924,1.162613982,Background,0.897058824,Ifenprodil
480,Group 36,Isoprenaline (hydrochloride),Q5R3I4,TTC38,0.224080567,5.510049649,2.373428919,2.813580989,0.985691612,0.007822632,0.021037994,0,4.003139976,3.956974639,0.46,26,15,4.021561392,0.576923077,0.992366412,1.025835866,Background,0.919117647,Isoprenaline
480,Group 36,Loxapine (succinate),Q5R3I4,TTC38,0.219111778,4.978862989,1.287251115,1.959041392,0.980331525,0.016951865,0.021037994,0.190920863,5.154360946,3.854944237,0.46,26,15,4.021561392,0.576923077,0.992366412,1.025835866,Background,0.926470588,Loxapine
480,Group 35,Nylidrin (hydrochloride),Q5R3I4,TTC38,0.231997949,8.629734709,4.971150994,2.155336037,0.997325087,0.01547272,0.014986076,0.204526172,4.171669766,4.11955221,0.5,28,17,4.023620733,0.607142857,1.06870229,1.162613982,Background,0.963235294,Nylidrin
480,Group 3,Panobinostat,Q5R3I4,TTC38,0.37841395,9.233105753,6.190333415,3.618257345,0.998053676,0.025449838,0.021344089,0.342252305,3.66872696,7.126096301,0.64,38,20,3.854442686,0.526315789,1.450381679,1.367781155,Background,0.919117647,Panobinostat
480,Group 33,Pentamidine (isethionate),Q5R3I4,TTC38,0.140273263,6.681969095,3.462733961,3.009875634,0.9924131,0.001640269,0.014309426,0.10958873,1.783950229,2.236053745,0.49,26,16,3.956166028,0.615384615,0.992366412,1.094224924,Background,0.875,Pentamidine
480,Group 43,Phenazine (methylsulfate),Q5R3I4,TTC38,0.461266336,9.880169331,6.960394137,3.420615771,0.998590711,0.013279383,0.02052467,0,6.289849041,8.827408668,0.36,20,12,3.751436931,0.6,0.763358779,0.820668693,Background,0.963235294,Phenazine
480,Group 32,Phenothiazine,Q5R3I4,TTC38,0.204271562,8.297091871,4.59734084,2.164352856,0.996729902,0.003794163,0.014546514,0,3.540442197,3.550211405,0.38,22,13,3.882148708,0.590909091,0.839694656,0.889057751,Background,0.867647059,Phenothiazine
lumos,Group 6,Ribociclib hydrochloride,Q5R3I4,TTC38,0.188178446,4.453594476,1.459387341,2.72916479,0.971232717,0.029855203,0.028004886,0.102227806,3.391062607,2.894496226,0.38,26,14,3.631641592,0.538461538,1.432068543,1.384615385,Background,0.830882353,Ribociclib
480,Group 38,Ritodrine (hydrochloride),Q5R3I4,TTC38,0.223997787,7.274923786,3.568632828,2.403120521,0.9944552,0.028258563,0.017016078,0.183363327,3.604972923,3.955274804,0.34,19,12,3.372663501,0.631578947,0.72519084,0.820668693,Background,0.875,Ritodrine
480,Group 34,Vorinostat,Q5R3I4,TTC38,0.378136688,9.603198711,6.695518687,3.223755454,0.998351269,0.010408244,0.014284749,0,5.376263373,7.120402938,0.28,20,10,3.856934211,0.5,0.763358779,0.683890578,Background,0.941176471,Vorinostat
480,Group 25,Auranofin,Q16881,TXNRD1,0.187991311,7.0944078,3.422957246,2.260071388,0.993897642,0.015195442,0.016523122,0,1.875829628,2.620465025,0.51,116,31,4.675068598,0.267241379,1.204430088,1.0496614,Target,0.926470588,Auranofin
480,Group 6,Bendamustine (hydrochloride),Q16881,TXNRD1,0.352464891,4.167241614,1.338731576,3.096214585,0.963803165,0.071319923,0.032521545,0.229612955,5.703981899,5.517927288,0.57,107,32,4.466048656,0.299065421,1.110982926,1.083521445,Background,0.919117647,Bendamustine
480,Group 46,Catechin,Q16881,TXNRD1,0.192207992,8.535755528,5.669093514,3.381295623,0.99716774,0.01141022,0.013549487,0.172018997,2.779234426,2.694748528,0.52,60,26,4.302440246,0.433333333,0.62298108,0.880361174,Background,0.852941176,Catechin
lumos,Group 37,Chlorambucil,Q16881,TXNRD1,0.173440557,5.275263221,2.338247114,3.18610838,0.983639249,0.029173964,0.006339385,0.133379349,2.299290687,2.401504092,0.54,109,26,4.414964161,0.23853211,0.979432907,0.942788074,Background,0.897058824,Chlorambucil
lumos,Group 28,Danthron,Q16881,TXNRD1,0.299861528,6.896571935,3.379252079,2.195899652,0.993199839,0.020723601,0.02166752,0.286345063,5.11842271,4.621997992,0.51,91,23,3.852315272,0.252747253,0.817691693,0.834004835,Background,0.977941176,Danthron
480,Group 28,Ethacridine (lactate),Q16881,TXNRD1,0.239305453,6.567449151,3.464901112,2.911690159,0.991975262,0.009624246,0.020251944,0.188272804,2.635481546,3.524444811,0.41,57,20,4.050528621,0.350877193,0.591832026,0.677200903,Background,0.882352941,Ethacridine
lumos,Group 29,Flavin adenine dinucleotide (disodium salt),Q16881,TXNRD1,0.607493277,5.385645553,2.973017032,3.720159303,0.984655169,0.075086753,0.06531637,0.404590481,6.622112394,10.02532956,0.52,115,25,3.900749358,0.217391304,1.033346645,0.906526994,Target,0.970588235,Flavin adenine dinucleotide
480,Group 41,Menadione,Q16881,TXNRD1,0.295122779,6.881401874,3.242314003,2.515873844,0.993138268,0.026233793,0.015159636,0.218114514,3.843706387,4.507755293,0.46,68,25,4.286090286,0.367647059,0.706045224,0.846501129,Background,0.904411765,Menadione
lumos,Group 10,Oxytetracycline,Q16881,TXNRD1,0.49866098,4.89739622,1.814969919,2.80140371,0.979250614,0.047931069,0.087619002,0.347989995,6.965891823,8.113768126,0.42,76,19,3.852046703,0.25,0.682907348,0.688960516,Background,0.904411765,Oxytetracycline
lumos,Group 39,Pixantrone (dimaleate),Q16881,TXNRD1,0.199597311,6.091846471,3.470462442,3.608526034,0.989608204,0.008603358,0.026639926,0.178627944,2.421991627,2.860928772,0.5,115,25,3.984097307,0.217391304,1.033346645,0.906526994,Background,0.919117647,Pixantrone
